order_id,order_date,product_id,unitssold,unitprice
2018,5/17/2023,1244,67,51.2
2019,11/18/2023,8793,84,65.84
2020,8/8/2022,83,31,74.6
2021,3/20/2024,8187,93,35.23
2022,4/19/2020,3515,11,98.36
2023,1/30/2022,7229,16,92.81
2024,11/20/2022,5798,78,48.1
2025,12/3/2022,9108,22,50.55
2026,4/11/2024,20,11,46.83
2027,7/2/2023,9870,87,46.69
2028,6/3/2023,8337,38,16.44
2029,10/13/2020,94,28,51.82
2030,6/10/2024,2225,42,48.92
2031,6/4/2021,275,51,18.97
2032,1/19/2023,8153,21,48.27
2033,11/5/2024,8384,82,86.63
2034,8/20/2021,781,46,71.23
2035,8/13/2024,9344,80,20.3
2036,6/22/2020,8024,7,95.3
2037,4/29/2023,3505,31,96.58
2038,9/28/2022,7544,49,51.55
2039,9/22/2021,6649,38,35.78
2040,10/28/2020,5652,66,37.1
2041,6/1/2023,4193,51,74.54
2042,1/11/2022,1124,57,21.34
2043,2/15/2024,9651,21,63.25
2044,1/22/2021,6086,16,55.87
2045,6/3/2023,5085,16,56.21
2046,8/12/2021,297,44,95.98
2047,5/4/2020,2905,80,15
2048,6/13/2023,5352,57,55.12
2049,9/1/2020,5056,57,82.99
2050,1/6/2024,8776,77,85.87
2051,6/29/2023,3304,42,92.96
2052,1/19/2021,553,99,92.61
2053,3/15/2023,4659,80,35.42
2054,12/26/2021,9036,27,61.19
2055,4/11/2021,8603,14,70.32
2056,4/12/2020,4037,45,98.31
2057,5/21/2024,5960,83,59.26
2058,1/11/2021,9160,24,58.34
2059,4/17/2023,4,47,18.58
2060,11/18/2020,4493,36,51.02
2061,1/6/2021,6399,18,94.25
2062,10/21/2022,1481,36,11.54
2063,12/25/2020,8270,2,68.54
2064,5/10/2024,6087,50,28.14
2065,1/14/2022,7077,17,86.33
2066,12/8/2020,2149,25,28.5
2067,11/21/2024,9867,82,65.4
2068,4/24/2020,1046,16,72.42
2069,9/8/2022,5771,24,29.5
2070,9/29/2023,7780,72,56.04
2071,2/24/2021,2493,17,83.73
2072,12/4/2020,3287,8,22.37
2073,6/23/2023,1155,96,15.06
2074,5/20/2021,9757,88,91.94
2075,7/19/2023,2419,24,91.7
2076,4/26/2024,5205,60,19.56
2077,3/25/2020,2575,14,83.39
2078,10/24/2024,3094,99,97.87
2079,6/23/2022,6693,80,63.24
2080,1/30/2024,4711,88,51.88
2081,8/31/2021,4323,53,31.91
2082,5/22/2024,7606,36,62.78
2083,5/7/2020,7580,66,99.95
2084,12/31/2023,3967,91,47.03
2085,11/21/2022,1494,50,21.25
2086,12/27/2021,7390,46,22.33
2087,1/19/2023,7369,83,13.37
2088,3/31/2022,1889,9,70.13
2089,1/22/2024,3558,12,52.78
2090,5/19/2023,8472,39,63.71
2091,8/13/2020,1336,16,76.45
2092,2/12/2020,4075,99,89.27
2093,9/22/2020,7494,44,63.65
2094,7/4/2023,9336,38,23.78
2095,2/22/2021,9080,7,52.68
2096,12/16/2023,1515,80,18.62
2097,4/12/2024,9822,3,26.39
2098,5/5/2021,3592,47,81.2
2099,6/13/2021,2411,21,85.63
2100,8/16/2023,4867,6,36.76
2101,9/6/2024,6704,100,27
2102,9/15/2020,7875,2,20.32
2103,3/19/2020,4430,14,86.08
2104,3/9/2022,8610,64,20.04
2105,10/23/2023,8296,29,30.71
2106,8/7/2022,4712,84,10.83
2107,9/26/2020,5963,34,59.45
2108,3/16/2022,756,89,86.55
2109,3/26/2024,6504,79,35.58
2110,10/12/2022,9778,21,52.78
2111,12/12/2020,6069,9,41.55
2112,8/6/2021,8928,76,37.79
2113,1/16/2022,671,13,30.73
2114,5/7/2024,3281,27,26.67
2115,2/13/2021,3886,82,36.69
2116,7/5/2023,7272,26,68.74
2117,7/29/2023,5946,83,69.7
2118,4/16/2024,7316,92,76.34
2119,2/18/2021,4865,66,40.28
2120,12/14/2023,7363,42,29.69
2121,4/30/2024,1995,87,89.84
2122,11/12/2023,6044,55,10.06
2123,8/21/2022,9519,26,26.95
2124,8/20/2020,1720,64,36.01
2125,11/14/2021,9560,24,30.96
2126,3/26/2023,1478,55,75.04
2127,10/11/2024,1720,73,94.81
2128,10/17/2021,9390,45,38.39
2129,9/1/2024,5666,47,16.16
2130,4/11/2022,4947,7,75.41
2131,10/23/2021,4136,30,99.9
2132,1/6/2024,2987,12,97.88
2133,7/19/2024,4139,46,29.04
2134,2/2/2020,9910,25,67.67
2135,5/7/2022,2270,3,32.57
2136,4/30/2023,2655,42,75.55
2137,7/24/2024,3651,57,87.77
2138,10/16/2020,9857,47,60.29
2139,4/14/2021,9215,11,41.49
2140,12/9/2024,2225,4,57.53
2141,3/3/2024,5333,90,10.32
2142,10/21/2023,9813,72,19.68
2143,7/31/2022,7460,36,34.28
2144,10/29/2020,6985,31,15.21
2145,12/30/2020,1311,27,48.72
2146,3/5/2024,3467,96,60
2147,8/22/2021,4956,98,39.87
2148,11/28/2020,6865,79,89.71
2149,4/25/2020,5534,24,71.34
2150,5/7/2024,8143,82,34.66
2151,11/17/2024,7322,87,41.14
2152,12/20/2021,8323,71,72.39
2153,10/23/2023,5860,38,39.28
2154,11/1/2022,6300,69,52.32
2155,2/8/2022,5009,67,82.07
2156,3/18/2024,6578,53,31.3
2157,10/24/2022,187,8,92.41
2158,1/4/2024,5895,39,18.33
2159,6/15/2023,6777,62,66.81
2160,9/3/2023,6117,6,98.84
2161,9/11/2023,1501,18,71.66
2162,8/5/2021,9545,86,89.4
2163,3/1/2024,1337,65,41.36
2164,9/6/2024,1111,7,78.33
2165,8/18/2022,2473,50,65.41
2166,12/16/2020,9457,52,50.44
2167,6/3/2024,3494,38,18.31
2168,12/25/2023,3925,60,84.84
2169,4/14/2024,712,59,69.16
2170,9/27/2020,3006,5,64.6
2171,11/24/2021,1850,83,55.22
2172,3/31/2020,6736,68,56.64
2173,12/21/2022,7267,27,26.64
2174,2/6/2021,7299,32,55.82
2175,2/3/2022,139,62,75.08
2176,11/22/2021,923,98,55.55
2177,3/13/2021,9617,77,48.53
2178,6/20/2021,4065,19,50.43
2179,8/26/2024,9677,87,29.07
2180,1/22/2021,6577,1,10.86
2181,6/21/2021,9251,57,32.87
2182,10/12/2023,7239,48,64.83
2183,10/7/2023,7572,18,99.03
2184,5/22/2021,2473,40,51.63
2185,6/9/2024,6833,96,82.48
2186,11/10/2023,9943,62,80.19
2187,8/23/2022,9110,60,25.67
2188,5/2/2021,2274,70,85.46
2189,1/31/2022,3712,18,91.26
2190,1/19/2024,2739,71,43.05
2191,4/17/2024,4584,19,11.2
2192,6/4/2021,1634,26,75.46
2193,3/6/2020,4674,81,51.36
2194,12/23/2023,9193,89,72.71
2195,10/9/2023,8185,89,66.41
2196,4/19/2022,915,91,15.93
2197,12/28/2024,3342,71,40.47
2198,9/15/2021,7919,59,61.92
2199,4/21/2020,4097,22,49.71
2200,6/17/2021,5256,1,81.8
2201,10/28/2020,7688,21,92.09
2202,2/11/2022,8632,57,93.7
2203,4/30/2022,7348,66,83.29
2204,6/20/2022,7206,41,52.98
2205,9/3/2021,5506,90,66.92
2206,2/17/2023,9019,13,76.16
2207,2/3/2021,1376,98,54.51
2208,8/11/2023,6111,89,59.19
2209,3/6/2022,1065,62,46.16
2210,6/18/2021,5899,94,65.28
2211,6/6/2023,6391,83,77.09
2212,2/23/2023,8515,3,82.5
2213,9/8/2021,6626,17,26.81
2214,4/24/2024,2628,84,24.04
2215,8/3/2022,2247,46,48.05
2216,9/13/2023,1385,45,86.14
2217,6/13/2021,244,69,94
2218,7/6/2024,7094,45,40.3
2219,2/2/2023,2268,58,41.93
2220,2/5/2023,8284,1,41.36
2221,5/9/2020,4162,95,33.96
2222,4/28/2020,328,10,34.68
2223,4/18/2021,7034,10,82.51
2224,4/17/2021,3282,60,19.88
2225,10/18/2023,3659,32,12.59
2226,6/17/2023,6929,75,81.82
2227,9/15/2020,3693,50,17.37
2228,9/18/2023,9191,41,73.27
2229,7/7/2022,5839,61,59.76
2230,7/8/2022,3889,88,56.14
2231,3/4/2020,7708,74,79.12
2232,4/25/2023,2052,80,87.81
2233,9/23/2024,882,20,52.64
2234,6/27/2024,9642,66,57.12
2235,12/10/2021,7016,74,66.27
2236,1/18/2022,6695,6,21.03
2237,2/10/2024,2256,84,74.45
2238,1/29/2023,9102,12,46.62
2239,5/9/2022,837,21,21.27
2240,11/2/2020,9362,39,30.06
2241,11/2/2020,2954,48,75.47
2242,9/22/2022,6103,100,52.29
2243,3/19/2022,2831,42,47.61
2244,10/4/2024,2404,20,88.8
2245,5/7/2023,1224,12,38.31
2246,6/22/2022,757,93,18.35
2247,5/21/2022,548,100,62.47
2248,7/14/2021,6144,52,94.75
2249,3/18/2021,1405,12,10.77
2250,10/21/2024,9027,96,73.07
2251,9/9/2020,1395,67,28.99
2252,2/12/2023,8983,8,75.68
2253,3/20/2023,8422,34,79.58
2254,6/30/2020,1255,10,16.09
2255,8/19/2022,4719,9,25.07
2256,1/27/2024,2996,8,55.84
2257,12/9/2021,4965,45,69.91
2258,12/31/2020,2672,44,15.01
2259,7/7/2022,3396,49,33.74
2260,11/25/2024,7729,54,21.14
2261,9/30/2023,1249,19,27.93
2262,12/6/2023,1135,70,64.24
2263,2/9/2022,7730,29,30.95
2264,8/8/2021,941,27,92
2265,3/26/2024,2645,62,82.55
2266,9/2/2023,8081,35,10.97
2267,8/14/2020,6497,42,58.85
2268,6/14/2020,5779,41,86.75
2269,12/15/2023,1674,5,41
2270,9/26/2021,6911,58,24.82
2271,1/2/2023,7722,65,90.81
2272,7/11/2021,4028,41,60.47
2273,5/1/2022,6840,94,53.9
2274,3/11/2024,6311,58,51.97
2275,8/6/2020,6896,56,74.37
2276,6/15/2023,5926,9,65.41
2277,10/24/2020,5141,73,98.98
2278,7/16/2021,7919,88,39.61
2279,4/21/2022,2661,41,47.1
2280,10/7/2024,2582,2,70.56
2281,6/27/2020,827,46,27.44
2282,6/6/2023,8375,49,17.93
2283,8/13/2024,7680,41,72.48
2284,5/11/2023,8399,28,41.15
2285,4/20/2020,5951,89,33.59
2286,12/22/2024,2270,5,54.31
2287,1/25/2020,255,27,88.03
2288,6/11/2020,6691,83,61.72
2289,8/12/2021,1558,10,84.86
2290,8/5/2022,8603,97,68.03
2291,9/14/2024,5972,78,68.63
2292,10/17/2022,8241,67,33.29
2293,10/12/2020,3492,45,75.11
2294,8/24/2020,9430,2,23.17
2295,1/29/2022,6710,73,83.5
2296,6/27/2020,39,17,20.93
2297,12/24/2022,8023,93,97.26
2298,11/2/2023,3213,83,74.84
2299,4/3/2023,3609,98,27.81
2300,5/24/2020,8107,42,34.63
2301,4/3/2022,1191,46,24.41
2302,8/19/2023,2628,21,93.12
2303,8/4/2023,4331,17,12.61
2304,4/30/2020,9763,81,15.94
2305,7/10/2020,251,68,35.04
2306,2/8/2024,362,84,84.94
2307,10/14/2023,1174,42,61.86
2308,11/22/2022,9702,59,12.43
2309,5/5/2020,267,56,75.49
2310,11/29/2020,2906,88,88.62
2311,7/5/2023,497,99,96.71
2312,5/25/2021,3275,45,91.51
2313,3/31/2024,1668,73,37.25
2314,8/8/2021,1059,2,24.73
2315,12/14/2024,8037,87,63.68
2316,8/30/2024,2838,87,18.9
2317,12/7/2022,4017,12,70.54
2318,11/13/2022,9682,24,14.9
2319,3/12/2024,8493,23,62.96
2320,6/2/2021,8055,61,80.23
2321,3/20/2020,3773,6,47.8
2322,2/24/2024,7471,31,71.48
2323,7/24/2021,9053,54,49.33
2324,1/21/2020,430,57,16.65
2325,3/1/2020,3870,27,48.77
2326,10/5/2023,8577,23,66.31
2327,1/21/2020,6009,35,28.39
2328,5/19/2023,5232,63,12.73
2329,10/16/2024,5604,24,97.8
2330,9/17/2022,3425,89,76.18
2331,12/17/2022,1673,60,96.69
2332,1/25/2024,1134,3,11.5
2333,1/17/2022,775,73,66.59
2334,11/13/2021,4752,13,15.91
2335,8/30/2023,2387,62,60.25
2336,1/16/2023,5250,71,73.43
2337,5/6/2021,1484,20,23.96
2338,9/22/2023,6995,43,63.05
2339,10/16/2023,3142,97,90
2340,6/13/2024,7052,90,72.02
2341,6/3/2020,2147,76,13.37
2342,2/8/2021,9790,66,58.43
2343,12/15/2023,4200,53,58.01
2344,10/25/2023,9058,32,77.61
2345,11/22/2020,9742,9,18.14
2346,1/28/2023,1968,77,68.94
2347,6/20/2024,1719,27,92.74
2348,7/19/2021,8663,89,12.7
2349,3/4/2024,4457,23,73.07
2350,5/10/2023,846,95,96.1
2351,7/8/2021,2063,87,83.93
2352,7/13/2024,4675,78,65.08
2353,7/12/2023,1450,50,25.43
2354,5/23/2020,5847,78,91.32
2355,1/19/2023,4635,23,25.65
2356,3/9/2022,2500,52,30.63
2357,4/22/2022,1000,60,22.13
2358,7/18/2022,776,77,95.34
2359,6/24/2024,8138,32,52.06
2360,3/13/2020,384,23,91.82
2361,9/26/2021,7307,27,68.92
2362,1/15/2022,4838,91,13.82
2363,11/2/2024,2682,72,20.96
2364,7/10/2020,5527,31,51.15
2365,7/21/2022,2992,24,28.55
2366,8/30/2023,2485,81,92.41
2367,7/2/2024,7996,59,10.88
2368,1/10/2023,650,55,60.33
2369,12/29/2021,8957,31,50.08
2370,9/3/2020,4104,18,44.07
2371,11/13/2022,9572,92,53.69
2372,7/30/2023,6754,82,87.49
2373,2/26/2023,4521,82,85.28
2374,3/24/2022,4894,80,93.8
2375,7/24/2023,3453,16,52.07
2376,4/20/2020,6050,94,65.26
2377,9/8/2024,5992,87,42.77
2378,2/17/2020,2481,46,31.55
2379,7/19/2023,2147,16,77.89
2380,1/6/2020,4716,86,94.77
2381,11/4/2020,8338,30,56.73
2382,11/29/2024,1961,37,69.91
2383,10/22/2024,8172,30,43.7
2384,3/14/2020,5953,56,42.08
2385,3/1/2021,5580,36,58.39
2386,8/6/2024,7911,67,47.39
2387,5/26/2021,5815,14,25.89
2388,1/8/2024,9930,31,87.14
2389,11/26/2023,5125,28,24.66
2390,10/27/2021,9671,75,89.94
2391,9/7/2020,9109,21,15.83
2392,9/27/2021,6408,8,49.35
2393,9/15/2022,8466,52,11.36
2394,7/23/2023,9193,42,52.69
2395,6/24/2020,3814,72,27.23
2396,11/10/2022,9630,17,83.87
2397,10/25/2023,9779,38,13.99
2398,2/20/2024,1262,18,35.57
2399,11/15/2021,2202,7,83.67
2400,4/23/2022,5405,79,77.45
2401,6/25/2021,3665,62,77.02
2402,11/16/2024,4564,87,74.45
2403,5/8/2020,8280,79,46.5
2404,1/15/2021,5050,76,51.7
2405,4/1/2021,4435,47,66.68
2406,12/18/2023,94,2,82.67
2407,6/21/2023,6163,25,35.35
2408,9/5/2024,6036,37,93.39
2409,11/25/2021,8273,43,33.55
2410,2/4/2024,6024,77,78.64
2411,5/10/2021,6831,33,51.77
2412,2/4/2024,8986,12,88.09
2413,4/19/2023,8139,67,70.38
2414,2/21/2023,3077,78,92.73
2415,8/18/2020,5220,94,35.8
2416,11/30/2023,9786,31,92.65
2417,6/25/2021,8402,50,43.62
2418,10/6/2022,8364,56,54.41
2419,8/19/2020,305,21,73.65
2420,5/11/2020,3531,58,32.44
2421,5/26/2024,8039,80,20.46
2422,9/1/2022,6076,51,60.29
2423,5/7/2020,967,29,27.34
2424,1/30/2023,9178,58,38.31
2425,9/4/2023,4315,86,11.29
2426,11/15/2024,4935,37,38.29
2427,6/30/2020,5981,59,80.91
2428,6/9/2024,1860,37,73.47
2429,8/30/2023,4901,73,79.66
2430,11/16/2020,2844,62,62.28
2431,10/16/2021,6123,32,64.28
2432,5/14/2022,8473,60,48.64
2433,7/15/2020,8218,84,32.39
2434,9/2/2024,452,30,39.99
2435,11/1/2022,3678,44,65.72
2436,3/10/2024,7012,84,23.47
2437,8/27/2024,8093,86,95.43
2438,8/26/2023,1922,15,56.99
2439,4/14/2023,2066,26,44.12
2440,9/26/2022,1322,19,99.29
2441,11/9/2023,4325,72,59.37
2442,12/24/2024,4570,14,22.65
2443,12/5/2021,1975,37,50
2444,7/6/2023,1842,20,42.64
2445,8/3/2024,8428,95,22.06
2446,6/5/2022,5393,71,68.99
2447,3/6/2022,5337,7,23.03
2448,4/29/2022,8602,27,96.55
2449,12/10/2024,7742,58,81.71
2450,3/26/2024,7926,46,48.55
2451,12/22/2024,6888,25,64.51
2452,1/20/2020,1687,33,31.68
2453,8/7/2023,4036,16,57.41
2454,4/6/2020,6000,27,18.6
2455,7/9/2024,3114,30,25.35
2456,5/19/2024,7769,32,52.05
2457,4/6/2022,1330,43,33.7
2458,8/14/2023,9382,98,35.14
2459,7/8/2022,1210,66,33.47
2460,1/30/2023,8556,89,49.34
2461,6/24/2021,4150,53,65.22
2462,12/13/2021,8845,36,48.45
2463,5/19/2024,3166,38,27.63
2464,5/17/2020,573,7,75.47
2465,8/17/2021,4409,62,18.01
2466,5/1/2023,4309,70,37.62
2467,7/18/2022,5788,30,54.93
2468,2/27/2023,8331,98,62.41
2469,6/6/2021,4105,93,97.34
2470,7/22/2024,6447,62,65.18
2471,6/19/2022,4775,58,21.41
2472,10/14/2024,8486,69,83.55
2473,9/22/2021,4325,94,32.05
2474,1/12/2020,2097,44,27.49
2475,10/8/2021,8690,24,93.46
2476,6/16/2024,7857,74,18.94
2477,1/22/2020,813,17,61.35
2478,1/22/2024,7287,64,51.51
2479,6/10/2022,1623,61,76.68
2480,4/3/2024,5686,26,75.87
2481,2/22/2024,3151,87,59
2482,2/18/2023,1006,80,91.24
2483,6/8/2020,3577,32,98.01
2484,4/21/2020,4484,85,20.82
2485,2/22/2023,4525,96,48.98
2486,9/30/2021,6126,29,59.58
2487,11/9/2023,2879,46,21.98
2488,1/26/2023,8974,27,13.88
2489,9/28/2020,495,57,67.13
2490,2/4/2023,8215,28,78.43
2491,3/12/2024,2315,76,90.43
2492,11/7/2022,6777,79,81.98
2493,8/22/2022,8109,5,65.32
2494,3/30/2023,1333,15,17.35
2495,8/26/2023,6802,32,53.57
2496,6/7/2021,7863,76,26.76
2497,4/16/2024,4153,15,43.48
2498,11/10/2020,8473,2,33.86
2499,1/31/2022,3832,33,33.8
2500,11/21/2020,9161,20,86.48
2501,7/12/2022,7272,70,18.37
2502,3/19/2024,913,38,55
2503,11/11/2024,8695,3,33.5
2504,1/6/2021,8385,20,45.12
2505,6/5/2021,385,65,31.47
2506,10/28/2021,5818,17,17.87
2507,3/14/2022,4681,45,41.87
2508,4/1/2022,3893,79,17.31
2509,1/23/2024,9479,52,84.59
2510,12/15/2020,2718,59,66.12
2511,3/22/2022,9878,86,89.28
2512,1/23/2023,6543,93,25.4
2513,5/3/2023,1299,87,78.56
2514,1/4/2022,6088,26,87.62
2515,9/14/2024,7654,85,67.78
2516,6/11/2024,7225,29,96.12
2517,12/2/2022,7759,71,24.16
2518,5/30/2021,86,40,24.58
2519,4/23/2022,5813,96,52.57
2520,8/8/2024,9400,37,93.63
2521,4/17/2024,7342,85,64.75
2522,10/31/2021,6316,50,55.91
2523,5/30/2024,147,55,65.48
2524,8/24/2020,6703,71,79.84
2525,9/25/2023,8655,45,69.54
2526,7/18/2024,1839,69,13.09
2527,4/23/2022,9179,24,45.27
2528,4/27/2024,1059,10,59.47
2529,10/19/2022,4905,82,44.47
2530,12/4/2020,1909,87,13.03
2531,1/11/2021,4352,73,19.11
2532,12/6/2020,4840,11,46.35
2533,1/17/2022,5035,10,85.81
2534,3/20/2020,3497,19,42.92
2535,8/1/2024,8864,69,74.12
2536,4/1/2020,822,53,78.78
2537,1/6/2022,3927,28,13.1
2538,4/2/2023,422,14,16.61
2539,11/26/2022,2303,57,24.95
2540,5/11/2021,5691,58,13.54
2541,12/10/2024,2011,72,35.3
2542,3/17/2024,8977,75,85.28
2543,9/17/2020,1151,85,56.12
2544,9/22/2024,9080,45,71.89
2545,2/17/2020,8812,51,10.59
2546,5/17/2024,3828,98,95.37
2547,6/27/2023,4422,52,99.1
2548,11/6/2021,82,35,63.4
2549,6/18/2021,574,94,77.54
2550,4/23/2024,8981,34,99.14
2551,8/9/2022,6185,64,59.64
2552,6/11/2021,3172,6,20.89
2553,3/10/2020,591,65,48.13
2554,3/25/2021,2716,5,18.92
2555,12/24/2022,3814,94,42.76
2556,8/3/2022,5851,97,17.17
2557,1/4/2022,6740,89,27.4
2558,1/10/2024,3088,57,69.62
2559,3/7/2022,503,59,76.43
2560,11/30/2020,8734,58,25.15
2561,11/18/2024,7496,93,98.75
2562,1/19/2023,1490,29,38.52
2563,1/12/2023,9644,58,32.66
2564,9/12/2020,5863,54,72.9
2565,7/20/2024,1602,72,31.19
2566,9/13/2024,2869,6,72.56
2567,7/23/2024,5150,86,60.36
2568,11/30/2023,4422,86,33.32
2569,10/5/2020,8985,77,18.73
2570,4/14/2020,7110,10,22.1
2571,6/30/2020,3562,98,52
2572,5/25/2024,5194,61,47.71
2573,11/29/2024,146,90,66.02
2574,5/1/2022,3110,50,99.84
2575,11/27/2024,6103,16,53.73
2576,1/2/2022,6629,49,74.66
2577,12/3/2022,1564,21,95.32
2578,8/3/2023,8349,2,97.97
2579,4/15/2021,3421,16,80.37
2580,11/27/2021,9758,15,67.3
2581,4/5/2024,7919,12,59.03
2582,6/3/2024,7590,72,15.76
2583,3/30/2022,1423,48,69.49
2584,1/20/2022,6333,52,99.88
2585,6/20/2021,2174,86,15.81
2586,1/7/2020,3443,23,45.05
2587,9/4/2024,9322,20,45.26
2588,1/18/2024,2474,62,62.42
2589,10/31/2020,1186,94,43.84
2590,9/28/2022,7681,74,47.27
2591,5/16/2023,1635,3,78.15
2592,10/28/2020,9685,43,70.66
2593,10/24/2021,5691,19,14.22
2594,9/7/2023,5816,87,63.91
2595,3/19/2021,7356,3,13.72
2596,8/23/2024,4256,34,30.85
2597,1/6/2024,7284,85,63.66
2598,2/14/2024,3356,6,19.33
2599,9/30/2021,6213,1,91
2600,5/21/2022,5903,18,37.26
2601,5/14/2021,8806,49,10.58
2602,11/6/2021,5810,77,65.28
2603,2/11/2020,3137,57,61.23
2604,1/4/2024,6110,81,43.44
2605,5/16/2021,2871,13,80.54
2606,12/2/2023,4836,45,14.62
2607,10/3/2021,1163,84,33.46
2608,12/23/2024,1615,70,71.26
2609,10/7/2021,5451,8,11.99
2610,6/10/2023,3162,32,34.69
2611,11/22/2020,5369,41,67.66
2612,11/23/2020,7277,100,21.5
2613,1/4/2021,1938,38,82.54
2614,2/17/2022,7391,54,80.11
2615,5/30/2021,4596,62,24.26
2616,5/27/2023,8701,32,86.21
2617,4/28/2022,1024,3,98.88
2618,4/12/2024,415,16,28.88
2619,9/17/2020,2437,95,32.12
2620,11/27/2023,7510,26,33.85
2621,10/22/2024,4540,13,47.68
2622,1/19/2024,4189,9,81.41
2623,7/31/2022,7228,34,94.89
2624,7/26/2020,7821,77,32.78
2625,6/18/2024,3838,66,35.94
2626,1/9/2024,7779,96,43.41
2627,8/1/2024,2009,11,84.79
2628,12/30/2022,513,30,65.42
2629,6/3/2020,3947,76,23.77
2630,6/29/2021,5009,33,82.93
2631,5/21/2022,6436,81,44.19
2632,4/14/2021,1937,18,93.64
2633,9/1/2023,709,8,10.83
2634,8/28/2020,5573,75,67.51
2635,2/14/2022,5651,77,89.27
2636,10/14/2021,3674,49,27.26
2637,12/8/2024,4913,73,94.09
2638,7/31/2022,1466,67,72.47
2639,12/2/2024,9847,36,15.4
2640,9/8/2021,846,57,66.37
2641,4/7/2023,3355,31,41.96
2642,1/30/2024,3919,95,17
2643,1/17/2024,5317,55,31.98
2644,1/12/2023,6987,69,63.02
2645,8/9/2022,5193,59,82.47
2646,8/7/2024,2393,2,20.82
2647,7/5/2020,9708,5,15.41
2648,2/10/2022,113,76,53.6
2649,10/25/2020,3791,77,78.71
2650,5/13/2021,9919,24,93
2651,8/14/2024,4870,95,61.33
2652,8/29/2024,514,51,53.46
2653,5/13/2022,6952,58,41.79
2654,1/29/2023,1244,36,80.02
2655,12/2/2020,6816,57,92.03
2656,10/19/2021,601,62,27.94
2657,5/8/2022,2641,3,25.86
2658,8/11/2021,3201,81,84.36
2659,11/28/2022,2656,88,66.23
2660,12/16/2024,6070,30,71.71
2661,1/10/2022,323,25,73.81
2662,12/30/2023,8625,90,50.78
2663,7/20/2021,4221,94,20.3
2664,9/14/2021,9734,58,80.81
2665,1/9/2024,4097,62,59.03
2666,5/15/2022,8867,27,27.96
2667,4/26/2022,72,86,44.46
2668,9/4/2022,4829,87,35.6
2669,5/10/2024,2753,32,26.02
2670,10/12/2020,6393,75,84.03
2671,4/10/2023,4948,52,40.93
2672,3/29/2024,2628,66,32.16
2673,7/24/2020,2706,38,98.48
2674,5/10/2020,5060,35,82.67
2675,9/21/2021,5135,41,17.43
2676,2/17/2023,8124,13,38.93
2677,10/20/2021,1155,41,76.49
2678,10/14/2020,7615,20,63.94
2679,9/11/2024,6953,19,47.84
2680,6/3/2023,2708,88,24.77
2681,12/8/2022,348,56,48.3
2682,2/3/2023,4221,55,84.91
2683,2/14/2021,5501,65,55.52
2684,2/2/2021,2059,16,48.84
2685,12/21/2024,6351,24,26.66
2686,8/29/2020,2,47,83.4
2687,3/2/2022,6621,21,40.2
2688,2/1/2021,6445,79,98.9
2689,2/28/2022,3157,3,58.32
2690,1/22/2023,2548,71,17.69
2691,6/27/2023,7878,65,60.15
2692,7/26/2024,7548,53,91.76
2693,11/8/2022,6862,51,53.39
2694,6/28/2021,9395,25,99.91
2695,2/13/2021,4316,67,33.44
2696,10/24/2020,4636,74,72.66
2697,9/3/2023,5168,66,93.05
2698,12/20/2021,9798,78,91.84
2699,1/1/2023,468,79,21.46
2700,6/21/2021,1416,25,22.43
2701,12/31/2022,4227,75,86.43
2702,12/1/2023,7579,51,77.18
2703,6/2/2024,3136,45,44.33
2704,10/5/2023,8564,97,32.04
2705,7/12/2021,4364,84,51.92
2706,9/13/2020,6591,20,99.5
2707,6/20/2023,796,21,39.97
2708,10/12/2020,1237,7,73.81
2709,6/24/2023,3934,1,21.6
2710,12/23/2022,7866,44,32.25
2711,11/13/2022,5202,26,57.33
2712,6/26/2024,7043,78,25.95
2713,1/2/2024,918,22,58.43
2714,2/10/2021,4511,56,72.81
2715,11/23/2024,259,10,69.94
2716,6/28/2023,2938,9,85.26
2717,12/31/2021,6880,85,85.74
2718,11/4/2023,7913,19,11.64
2719,8/11/2024,4935,97,89.09
2720,4/24/2020,4642,19,17.44
2721,5/24/2024,4955,55,51.62
2722,9/5/2020,3374,86,56.55
2723,7/31/2024,5114,50,93.8
2724,5/4/2020,4414,69,75.47
2725,11/29/2021,3278,77,99.57
2726,7/7/2024,55,77,90.05
2727,3/13/2022,4143,57,49.58
2728,6/18/2020,5984,92,15.64
2729,7/2/2023,490,85,31.32
2730,11/11/2023,2457,100,54.64
2731,11/29/2021,9168,28,45.7
2732,3/26/2024,3468,81,53.8
2733,2/20/2021,898,60,86.71
2734,9/30/2024,7186,87,63.93
2735,7/18/2021,2605,8,29.78
2736,4/14/2021,1868,11,10.4
2737,2/29/2020,6214,16,53.62
2738,8/15/2021,1248,91,53.78
2739,2/16/2021,2913,54,25.04
2740,10/27/2020,2542,29,99.11
2741,7/8/2020,5284,64,83.35
2742,8/7/2023,3377,96,68.9
2743,8/15/2021,6019,51,78.03
2744,4/15/2022,5407,94,65.61
2745,9/1/2021,1244,27,70.43
2746,10/1/2021,1211,47,91.66
2747,7/2/2022,1123,45,11.44
2748,8/8/2024,114,78,95.62
2749,5/31/2022,9517,36,14.35
2750,6/29/2021,5645,94,83.39
2751,2/19/2021,528,21,56.04
2752,2/7/2021,5051,41,34.47
2753,6/20/2020,109,59,62.42
2754,11/23/2022,437,85,96.53
2755,7/10/2024,1119,96,58.18
2756,6/7/2021,3136,81,73
2757,2/5/2024,1906,99,23.08
2758,7/31/2020,3247,13,70.92
